2378243,-1005472,-66.5556,112.9176
2378264,-1005482,-66.5554,112.9177
2378286,-1005492,-66.55518,112.9177
2378307,-1005502,-66.55498,112.9177
2378328,-1005512,-66.55477,112.9177
2378350,-1005521,-66.55457,112.9177
2378370,-1005531,-66.55436,112.9177
2378392,-1005540,-66.55415,112.9177
2378414,-1005550,-66.55394,112.9178
2378435,-1005560,-66.55373,112.9178
2378456,-1005570,-66.55353,112.9178
2378478,-1005579,-66.55332,112.9178
2378499,-1005589,-66.55312,112.9178
2378521,-1005599,-66.5529,112.9178
2378542,-1005607,-66.5527,112.9178
2378564,-1005618,-66.55249,112.9178
2378585,-1005627,-66.55228,112.9178
2378606,-1005636,-66.55208,112.9178
2378629,-1005646,-66.55186,112.9179
2378650,-1005655,-66.55166,112.9179
2378672,-1005665,-66.55145,112.9179
2378693,-1005674,-66.55124,112.9179
2378714,-1005684,-66.55103,112.9179
2378736,-1005693,-66.55083,112.9179
2378758,-1005702,-66.55062,112.9179
2378780,-1005712,-66.55041,112.9179
2378802,-1005721,-66.5502,112.9179
2378822,-1005730,-66.55,112.9179
2378844,-1005739,-66.54978,112.9179
2378867,-1005749,-66.54958,112.9179
2378888,-1005758,-66.54937,112.9179
2378910,-1005768,-66.54916,112.9179
2378931,-1005777,-66.54895,112.9179
2378954,-1005786,-66.54874,112.9179
2378975,-1005795,-66.54853,112.9179
2378996,-1005804,-66.54832,112.9179
2379018,-1005814,-66.54811,112.9179
2379040,-1005823,-66.5479,112.9179
2379062,-1005832,-66.5477,112.9179
2379083,-1005841,-66.54749,112.9179
2379105,-1005850,-66.54728,112.9179
2379127,-1005859,-66.54707,112.9179
2379148,-1005868,-66.54687,112.9179
2379171,-1005877,-66.54665,112.9179
2379193,-1005886,-66.54645,112.9179
2379214,-1005895,-66.54624,112.9179
2379236,-1005905,-66.54603,112.9179
2379257,-1005913,-66.54582,112.9179
2379280,-1005923,-66.54561,112.9179
2379302,-1005931,-66.5454,112.9179
2379323,-1005940,-66.5452,112.9179
2379346,-1005949,-66.54498,112.9179
2379367,-1005958,-66.54478,112.9179
2379388,-1005967,-66.54457,112.9179
2379410,-1005976,-66.54436,112.9179
2379432,-1005986,-66.54415,112.9179
2379455,-1005995,-66.54394,112.9178
2379476,-1006004,-66.54373,112.9178
2379498,-1006012,-66.54353,112.9178
2379520,-1006022,-66.54331,112.9178
2379542,-1006031,-66.54311,112.9178
2379564,-1006040,-66.54289,112.9178
2379585,-1006049,-66.54269,112.9178
2379608,-1006058,-66.54248,112.9178
2379630,-1006067,-66.54227,112.9178
2379651,-1006076,-66.54206,112.9178
2379673,-1006085,-66.54185,112.9178
2379695,-1006094,-66.54164,112.9178
2379716,-1006102,-66.54144,112.9178
2379739,-1006112,-66.54122,112.9178
2379761,-1006121,-66.54102,112.9178
2379782,-1006130,-66.54081,112.9178
2379804,-1006139,-66.5406,112.9178
2379825,-1006148,-66.54039,112.9178
2379847,-1006157,-66.54018,112.9178
2379869,-1006166,-66.53998,112.9178
2379890,-1006175,-66.53977,112.9178
2379912,-1006184,-66.53956,112.9178
2379934,-1006194,-66.53935,112.9178
2379956,-1006203,-66.53914,112.9178
2379978,-1006212,-66.53893,112.9178
2380000,-1006221,-66.53873,112.9178
2380022,-1006230,-66.53851,112.9178
2380043,-1006239,-66.53831,112.9178
2380064,-1006248,-66.5381,112.9178
2380086,-1006257,-66.5379,112.9178
2380108,-1006267,-66.53769,112.9178
2380130,-1006276,-66.53748,112.9178
2380151,-1006286,-66.53727,112.9178
2380172,-1006295,-66.53706,112.9178
2380194,-1006304,-66.53686,112.9178
2380215,-1006314,-66.53665,112.9178
2380237,-1006323,-66.53644,112.9178
2380258,-1006333,-66.53623,112.9178
2380280,-1006343,-66.53603,112.9178
2380301,-1006353,-66.53582,112.9179
2380322,-1006362,-66.53561,112.9179
2380344,-1006373,-66.5354,112.9179
2380365,-1006382,-66.53519,112.9179
2380385,-1006392,-66.535,112.9179
2380408,-1006403,-66.53478,112.918
2380428,-1006413,-66.53458,112.918
2380448,-1006423,-66.53437,112.918
2380470,-1006434,-66.53416,112.9181
2380490,-1006444,-66.53396,112.9181
2380511,-1006455,-66.53375,112.9181
2380532,-1006466,-66.53355,112.9182
2380552,-1006477,-66.53334,112.9182
2380572,-1006487,-66.53314,112.9183
2380594,-1006498,-66.53294,112.9183
2380614,-1006510,-66.53273,112.9184
2380634,-1006521,-66.53252,112.9184
2380655,-1006532,-66.53232,112.9185
2380675,-1006543,-66.53212,112.9185
2380695,-1006554,-66.53191,112.9186
2380716,-1006566,-66.53171,112.9186
2380735,-1006577,-66.53151,112.9187
2380756,-1006589,-66.5313,112.9187
2380776,-1006600,-66.5311,112.9188
2380796,-1006612,-66.5309,112.9189
2380816,-1006623,-66.53069,112.9189
2380836,-1006635,-66.53049,112.919
2380856,-1006646,-66.53029,112.9191
2380876,-1006658,-66.53008,112.9191
2380896,-1006670,-66.52988,112.9192
2380916,-1006681,-66.52968,112.9193
2380937,-1006693,-66.52947,112.9193
2380956,-1006705,-66.52927,112.9194
2380976,-1006717,-66.52907,112.9195
2380996,-1006728,-66.52887,112.9195
2381016,-1006740,-66.52866,112.9196
2381037,-1006752,-66.52846,112.9196
2381056,-1006763,-66.52826,112.9197
2381077,-1006775,-66.52805,112.9198
2381096,-1006787,-66.52785,112.9198
2381116,-1006798,-66.52766,112.9199
2381136,-1006810,-66.52745,112.92
2381156,-1006821,-66.52724,112.92
2381176,-1006833,-66.52704,112.9201
2381196,-1006845,-66.52684,112.9202
2381216,-1006857,-66.52664,112.9202
2381235,-1006868,-66.52644,112.9203
2381255,-1006880,-66.52624,112.9204
2381275,-1006892,-66.52603,112.9205
2381295,-1006904,-66.52583,112.9205
2381314,-1006915,-66.52563,112.9206
2381334,-1006927,-66.52543,112.9207
2381354,-1006940,-66.52522,112.9207
2381374,-1006951,-66.52502,112.9208
2381394,-1006963,-66.52482,112.9209
2381414,-1006975,-66.52462,112.921
2381434,-1006987,-66.52441,112.921
2381453,-1006998,-66.52422,112.9211
2381474,-1007011,-66.52401,112.9212
2381492,-1007022,-66.52381,112.9212
2381512,-1007034,-66.52361,112.9213
2381532,-1007046,-66.52341,112.9214
2381553,-1007058,-66.5232,112.9215
2381572,-1007070,-66.523,112.9215
2381593,-1007082,-66.52279,112.9216
2381613,-1007094,-66.52259,112.9217
2381634,-1007106,-66.52238,112.9217
2381653,-1007118,-66.52218,112.9218
2381674,-1007130,-66.52197,112.9219
2381693,-1007142,-66.52177,112.922
2381712,-1007154,-66.52157,112.922
2381733,-1007166,-66.52135,112.9221
2381753,-1007178,-66.52116,112.9222
2381773,-1007190,-66.52095,112.9222
2381794,-1007203,-66.52074,112.9223
2381813,-1007215,-66.52055,112.9224
2381834,-1007227,-66.52033,112.9225
2381853,-1007239,-66.52013,112.9225
2381873,-1007251,-66.51993,112.9226
2381894,-1007263,-66.51972,112.9227
2381914,-1007275,-66.51952,112.9228
2381934,-1007287,-66.51931,112.9228
2381954,-1007299,-66.5191,112.9229
2381974,-1007311,-66.5189,112.923
2381994,-1007323,-66.51869,112.923
2382014,-1007335,-66.51849,112.9231
2382035,-1007347,-66.51828,112.9232
2382056,-1007359,-66.51807,112.9233
2382076,-1007372,-66.51787,112.9233
2382096,-1007384,-66.51766,112.9234
2382116,-1007396,-66.51746,112.9235
2382136,-1007408,-66.51725,112.9236
2382156,-1007420,-66.51704,112.9236
2382177,-1007432,-66.51684,112.9237
2382196,-1007444,-66.51663,112.9238
2382217,-1007456,-66.51643,112.9238
2382237,-1007468,-66.51622,112.9239
2382257,-1007480,-66.51601,112.924
2382277,-1007492,-66.51581,112.9241
2382299,-1007505,-66.51559,112.9241
2382318,-1007516,-66.5154,112.9242
2382338,-1007528,-66.51519,112.9243
2382359,-1007541,-66.51498,112.9243
2382379,-1007553,-66.51477,112.9244
2382399,-1007565,-66.51457,112.9245
2382420,-1007577,-66.51436,112.9246
2382440,-1007589,-66.51415,112.9246
2382460,-1007601,-66.51395,112.9247
2382480,-1007613,-66.51374,112.9248
2382500,-1007625,-66.51353,112.9248
2382521,-1007637,-66.51333,112.9249
2382542,-1007650,-66.51312,112.925
2382562,-1007662,-66.51291,112.9251
2382582,-1007674,-66.5127,112.9251
2382602,-1007686,-66.5125,112.9252
2382622,-1007698,-66.51229,112.9253
2382644,-1007710,-66.51208,112.9253
2382664,-1007722,-66.51188,112.9254
2382684,-1007734,-66.51167,112.9255
2382704,-1007745,-66.51147,112.9255
2382725,-1007758,-66.51125,112.9256
2382745,-1007769,-66.51105,112.9257
2382766,-1007781,-66.51084,112.9257
2382786,-1007793,-66.51064,112.9258
2382806,-1007805,-66.51043,112.9259
2382828,-1007818,-66.51022,112.9259
2382847,-1007829,-66.51001,112.926
2382867,-1007841,-66.5098,112.9261
2382888,-1007853,-66.5096,112.9262
2382908,-1007865,-66.50939,112.9262
2382929,-1007877,-66.50918,112.9263
2382950,-1007890,-66.50897,112.9264
2382970,-1007901,-66.50877,112.9264
2382990,-1007913,-66.50856,112.9265
2383011,-1007924,-66.50835,112.9265
2383032,-1007937,-66.50814,112.9266
2383052,-1007948,-66.50793,112.9267
2383073,-1007960,-66.50773,112.9267
2383094,-1007972,-66.50751,112.9268
2383114,-1007983,-66.50731,112.9269
2383136,-1007996,-66.5071,112.9269
2383156,-1008007,-66.50689,112.927
2383176,-1008019,-66.50668,112.927
2383196,-1008030,-66.50648,112.9271
2383217,-1008042,-66.50627,112.9272
2383238,-1008054,-66.50606,112.9272
2383258,-1008066,-66.50585,112.9273
2383279,-1008078,-66.50564,112.9274
2383300,-1008090,-66.50543,112.9274
2383321,-1008102,-66.50522,112.9275
2383342,-1008113,-66.50501,112.9275
2383362,-1008125,-66.5048,112.9276
2383383,-1008136,-66.50459,112.9277
2383404,-1008149,-66.50438,112.9277
2383425,-1008160,-66.50417,112.9278
2383445,-1008172,-66.50397,112.9278
2383466,-1008184,-66.50375,112.9279
2383488,-1008196,-66.50354,112.928
2383509,-1008208,-66.50333,112.928
2383529,-1008219,-66.50312,112.9281
2383550,-1008230,-66.50291,112.9281
2383571,-1008243,-66.5027,112.9282
2383592,-1008255,-66.50249,112.9283
2383613,-1008266,-66.50227,112.9283
2383633,-1008278,-66.50207,112.9284
2383655,-1008290,-66.50186,112.9284
2383676,-1008301,-66.50164,112.9285
2383697,-1008313,-66.50143,112.9286
2383717,-1008324,-66.50123,112.9286
2383738,-1008336,-66.50101,112.9287
2383760,-1008348,-66.5008,112.9287
2383781,-1008360,-66.50059,112.9288
2383802,-1008372,-66.50037,112.9288
2383822,-1008384,-66.50017,112.9289
2383843,-1008395,-66.49995,112.929
2383865,-1008408,-66.49974,112.929
2383886,-1008420,-66.49953,112.9291
2383907,-1008431,-66.49932,112.9292
2383928,-1008443,-66.49911,112.9292
2383949,-1008455,-66.49889,112.9293
2383970,-1008467,-66.49868,112.9293
2383991,-1008479,-66.49847,112.9294
2384012,-1008491,-66.49826,112.9295
2384033,-1008503,-66.49805,112.9295
2384054,-1008515,-66.49783,112.9296
2384075,-1008526,-66.49762,112.9296
2384096,-1008539,-66.49741,112.9297
2384116,-1008550,-66.4972,112.9298
2384138,-1008562,-66.49699,112.9298
2384158,-1008575,-66.49677,112.9299
2384180,-1008586,-66.49656,112.93
2384200,-1008598,-66.49635,112.93
2384222,-1008610,-66.49614,112.9301
2384243,-1008623,-66.49593,112.9302
2384264,-1008635,-66.49571,112.9302
2384285,-1008647,-66.4955,112.9303
2384305,-1008658,-66.49529,112.9303
2384326,-1008670,-66.49508,112.9304
2384348,-1008683,-66.49487,112.9305
2384368,-1008695,-66.49465,112.9305
2384390,-1008707,-66.49444,112.9306
2384410,-1008718,-66.49423,112.9307
2384432,-1008731,-66.49401,112.9307
2384452,-1008743,-66.4938,112.9308
2384474,-1008756,-66.49358,112.9309
2384494,-1008767,-66.49338,112.9309
2384516,-1008780,-66.49316,112.931
2384536,-1008792,-66.49295,112.9311
2384558,-1008804,-66.49274,112.9311
2384578,-1008816,-66.49252,112.9312
2384600,-1008828,-66.49231,112.9313
2384620,-1008840,-66.4921,112.9313
2384642,-1008853,-66.49188,112.9314
2384663,-1008864,-66.49168,112.9315
2384684,-1008876,-66.49146,112.9315
2384705,-1008889,-66.49125,112.9316
2384726,-1008901,-66.49104,112.9317
2384746,-1008913,-66.49082,112.9317
2384768,-1008925,-66.49061,112.9318
2384789,-1008938,-66.49039,112.9319
2384810,-1008950,-66.49018,112.9319
2384830,-1008962,-66.48997,112.932
2384852,-1008974,-66.48975,112.9321
2384873,-1008986,-66.48954,112.9321
2384894,-1008999,-66.48933,112.9322
2384916,-1009011,-66.48911,112.9323
2384936,-1009023,-66.48891,112.9323
2384957,-1009036,-66.48869,112.9324
2384978,-1009048,-66.48847,112.9325
2384999,-1009060,-66.48827,112.9325
2385020,-1009072,-66.48804,112.9326
2385042,-1009085,-66.48784,112.9327
2385062,-1009097,-66.48763,112.9328
2385083,-1009109,-66.48741,112.9328
2385104,-1009121,-66.4872,112.9329
2385125,-1009134,-66.48698,112.933
2385146,-1009146,-66.48677,112.933
2385167,-1009158,-66.48656,112.9331
2385189,-1009171,-66.48634,112.9332
2385210,-1009183,-66.48613,112.9332
2385231,-1009195,-66.48591,112.9333
2385251,-1009207,-66.4857,112.9334
2385272,-1009220,-66.48549,112.9334
2385293,-1009232,-66.48528,112.9335
2385315,-1009244,-66.48506,112.9336
2385336,-1009256,-66.48485,112.9336
2385356,-1009269,-66.48463,112.9337
2385378,-1009281,-66.48442,112.9338
2385398,-1009293,-66.48421,112.9339
2385420,-1009306,-66.48399,112.9339
2385440,-1009318,-66.48378,112.934
2385462,-1009331,-66.48357,112.9341
2385482,-1009342,-66.48336,112.9341
2385503,-1009355,-66.48314,112.9342
2385525,-1009368,-66.48293,112.9343
2385545,-1009380,-66.48272,112.9343
2385566,-1009393,-66.4825,112.9344
2385587,-1009405,-66.48229,112.9345
2385609,-1009417,-66.48207,112.9346
2385629,-1009429,-66.48186,112.9346
2385651,-1009442,-66.48165,112.9347
2385672,-1009454,-66.48144,112.9348
2385692,-1009467,-66.48122,112.9349
2385714,-1009480,-66.481,112.9349
2385734,-1009492,-66.4808,112.935
2385755,-1009505,-66.48058,112.9351
2385776,-1009517,-66.48037,112.9352
2385796,-1009530,-66.48016,112.9352
2385818,-1009543,-66.47993,112.9353
2385838,-1009554,-66.47973,112.9354
2385859,-1009567,-66.47952,112.9355
2385880,-1009580,-66.4793,112.9355
2385901,-1009593,-66.47909,112.9356
2385923,-1009606,-66.47887,112.9357
2385943,-1009618,-66.47866,112.9358
2385964,-1009631,-66.47845,112.9359
2385985,-1009644,-66.47823,112.9359
2386005,-1009656,-66.47802,112.936
2386026,-1009669,-66.47781,112.9361
2386047,-1009682,-66.47759,112.9362
2386068,-1009695,-66.47738,112.9363
2386090,-1009708,-66.47716,112.9363
