2179918,-1176067,-67.4862,118.3469
2179936,-1176051,-67.48612,118.3464
2179954,-1176035,-67.48604,118.3458
2179974,-1176020,-67.48595,118.3453
2179992,-1176005,-67.48588,118.3448
2180011,-1175989,-67.48579,118.3443
2180030,-1175973,-67.48572,118.3438
2180048,-1175957,-67.48564,118.3432
2180067,-1175942,-67.48556,118.3427
2180086,-1175926,-67.48548,118.3422
2180104,-1175910,-67.4854,118.3417
2180122,-1175894,-67.48533,118.3411
2180140,-1175879,-67.48525,118.3406
2180159,-1175863,-67.48517,118.3401
2180177,-1175846,-67.4851,118.3396
2180196,-1175831,-67.48502,118.339
2180214,-1175816,-67.48495,118.3385
2180232,-1175799,-67.48487,118.338
2180250,-1175783,-67.48479,118.3375
2180269,-1175768,-67.48472,118.3369
2180286,-1175751,-67.48465,118.3364
2180305,-1175735,-67.48457,118.3359
2180323,-1175719,-67.4845,118.3354
2180341,-1175703,-67.48443,118.3348
2180359,-1175687,-67.48435,118.3343
2180378,-1175670,-67.48428,118.3338
2180395,-1175654,-67.48421,118.3332
2180414,-1175639,-67.48413,118.3327
2180432,-1175622,-67.48405,118.3322
2180450,-1175606,-67.48399,118.3317
2180468,-1175589,-67.48392,118.3311
2180486,-1175574,-67.48384,118.3306
2180504,-1175557,-67.48376,118.3301
2180522,-1175541,-67.4837,118.3295
2180539,-1175525,-67.48363,118.329
2180558,-1175508,-67.48355,118.3285
2180576,-1175492,-67.48348,118.328
2180593,-1175475,-67.48341,118.3274
2180612,-1175460,-67.48334,118.3269
2180629,-1175444,-67.48327,118.3264
2180648,-1175427,-67.48319,118.3258
2180665,-1175411,-67.48312,118.3253
2180683,-1175394,-67.48306,118.3248
2180700,-1175378,-67.48299,118.3243
2180719,-1175361,-67.48291,118.3237
2180736,-1175345,-67.48284,118.3232
2180754,-1175329,-67.48277,118.3227
2180772,-1175313,-67.4827,118.3222
2180790,-1175296,-67.48263,118.3216
2180808,-1175280,-67.48256,118.3211
2180827,-1175264,-67.48248,118.3206
2180844,-1175247,-67.48241,118.32
2180863,-1175231,-67.48234,118.3195
2180881,-1175215,-67.48227,118.319
2180898,-1175199,-67.4822,118.3185
2180916,-1175182,-67.48212,118.3179
2180934,-1175166,-67.48206,118.3174
2180952,-1175149,-67.48199,118.3169
2180969,-1175134,-67.48192,118.3163
2180988,-1175117,-67.48184,118.3158
2181006,-1175100,-67.48177,118.3153
2181022,-1175084,-67.4817,118.3148
2181042,-1175069,-67.48163,118.3142
2181060,-1175052,-67.48156,118.3137
2181077,-1175035,-67.48149,118.3132
2181094,-1175019,-67.48142,118.3126
2181112,-1175003,-67.48135,118.3121
2181131,-1174986,-67.48128,118.3116
2181148,-1174969,-67.48121,118.311
2181166,-1174954,-67.48114,118.3105
2181184,-1174937,-67.48107,118.31
2181202,-1174920,-67.481,118.3095
2181220,-1174904,-67.48093,118.3089
2181237,-1174888,-67.48087,118.3084
2181255,-1174871,-67.48079,118.3079
2181273,-1174855,-67.48072,118.3073
2181290,-1174838,-67.48065,118.3068
2181308,-1174822,-67.48058,118.3063
2181326,-1174805,-67.48051,118.3057
2181344,-1174789,-67.48045,118.3052
2181361,-1174772,-67.48038,118.3047
2181378,-1174756,-67.48031,118.3042
2181396,-1174739,-67.48024,118.3036
2181414,-1174723,-67.48017,118.3031
2181432,-1174707,-67.4801,118.3026
2181449,-1174690,-67.48003,118.302
2181467,-1174673,-67.47997,118.3015
2181485,-1174657,-67.4799,118.301
2181503,-1174640,-67.47983,118.3004
2181521,-1174624,-67.47976,118.2999
2181539,-1174607,-67.47969,118.2994
2181556,-1174590,-67.47962,118.2989
2181574,-1174574,-67.47955,118.2983
2181591,-1174557,-67.47948,118.2978
2181609,-1174540,-67.47942,118.2972
2181627,-1174524,-67.47935,118.2967
2181644,-1174508,-67.47928,118.2962
2181662,-1174491,-67.47921,118.2957
2181680,-1174474,-67.47914,118.2951
2181698,-1174457,-67.47907,118.2946
2181715,-1174440,-67.47901,118.2941
2181734,-1174424,-67.47894,118.2935
2181751,-1174408,-67.47887,118.293
2181768,-1174390,-67.47881,118.2925
2181786,-1174374,-67.47874,118.2919
2181804,-1174357,-67.47866,118.2914
2181821,-1174341,-67.4786,118.2909
2181840,-1174324,-67.47853,118.2903
2181858,-1174308,-67.47846,118.2898
2181874,-1174290,-67.47839,118.2892
2181892,-1174274,-67.47832,118.2887
2181910,-1174257,-67.47826,118.2882
2181928,-1174240,-67.47819,118.2877
2181945,-1174224,-67.47812,118.2871
2181964,-1174207,-67.47805,118.2866
2181982,-1174191,-67.47798,118.286
2181999,-1174174,-67.47791,118.2855
2182017,-1174157,-67.47784,118.285
2182035,-1174140,-67.47778,118.2844
2182052,-1174124,-67.47771,118.2839
2182070,-1174107,-67.47764,118.2834
2182088,-1174090,-67.47757,118.2828
2182106,-1174073,-67.4775,118.2823
2182124,-1174057,-67.47743,118.2818
2182142,-1174039,-67.47736,118.2812
2182159,-1174023,-67.47729,118.2807
2182177,-1174006,-67.47723,118.2802
2182195,-1173990,-67.47716,118.2796
2182213,-1173973,-67.47709,118.2791
2182231,-1173957,-67.47702,118.2785
2182248,-1173940,-67.47695,118.278
2182266,-1173923,-67.47688,118.2775
2182284,-1173906,-67.47681,118.2769
2182302,-1173889,-67.47675,118.2764
2182319,-1173872,-67.47668,118.2759
2182336,-1173856,-67.47661,118.2753
2182355,-1173838,-67.47654,118.2748
2182373,-1173822,-67.47647,118.2743
2182391,-1173805,-67.4764,118.2737
2182408,-1173789,-67.47634,118.2732
2182426,-1173772,-67.47627,118.2726
2182443,-1173755,-67.4762,118.2721
2182461,-1173738,-67.47614,118.2716
2182479,-1173722,-67.47607,118.271
2182496,-1173704,-67.476,118.2705
2182514,-1173688,-67.47594,118.27
2182531,-1173671,-67.47587,118.2694
2182550,-1173653,-67.4758,118.2689
2182566,-1173636,-67.47574,118.2683
2182584,-1173620,-67.47567,118.2678
2182602,-1173602,-67.47561,118.2673
2182619,-1173586,-67.47554,118.2667
2182636,-1173569,-67.47548,118.2662
2182654,-1173552,-67.47541,118.2657
2182671,-1173535,-67.47535,118.2651
2182689,-1173517,-67.47528,118.2646
2182706,-1173500,-67.47522,118.264
2182724,-1173483,-67.47516,118.2635
2182740,-1173466,-67.4751,118.263
2182758,-1173449,-67.47503,118.2624
2182776,-1173431,-67.47497,118.2619
2182793,-1173414,-67.47491,118.2614
2182810,-1173397,-67.47485,118.2608
2182828,-1173380,-67.47478,118.2603
2182845,-1173362,-67.47472,118.2597
2182862,-1173346,-67.47466,118.2592
2182879,-1173328,-67.47459,118.2587
2182896,-1173310,-67.47453,118.2581
2182913,-1173293,-67.47447,118.2576
2182931,-1173276,-67.47441,118.257
2182948,-1173257,-67.47435,118.2565
2182964,-1173241,-67.47429,118.2559
2182981,-1173223,-67.47424,118.2554
2182998,-1173205,-67.47417,118.2549
2183016,-1173188,-67.47411,118.2543
2183032,-1173171,-67.47405,118.2538
2183049,-1173153,-67.474,118.2532
2183066,-1173136,-67.47394,118.2527
2183084,-1173118,-67.47388,118.2521
2183101,-1173100,-67.47382,118.2516
2183117,-1173082,-67.47376,118.251
2183134,-1173065,-67.47371,118.2505
2183151,-1173047,-67.47365,118.2499
2183168,-1173029,-67.47359,118.2494
2183185,-1173011,-67.47353,118.2489
2183201,-1172994,-67.47348,118.2483
2183219,-1172976,-67.47342,118.2478
2183235,-1172958,-67.47337,118.2472
2183251,-1172940,-67.47331,118.2467
2183268,-1172922,-67.47326,118.2461
2183286,-1172904,-67.4732,118.2456
2183302,-1172886,-67.47314,118.245
2183319,-1172868,-67.47309,118.2445
2183335,-1172851,-67.47304,118.2439
2183352,-1172833,-67.47298,118.2434
2183368,-1172815,-67.47292,118.2428
2183385,-1172797,-67.47287,118.2423
2183402,-1172778,-67.47282,118.2417
2183418,-1172760,-67.47276,118.2412
2183434,-1172743,-67.47271,118.2406
2183451,-1172724,-67.47266,118.2401
2183468,-1172706,-67.4726,118.2395
2183485,-1172688,-67.47255,118.239
2183502,-1172670,-67.4725,118.2384
2183518,-1172652,-67.47244,118.2379
2183534,-1172634,-67.47239,118.2373
2183551,-1172615,-67.47234,118.2368
2183567,-1172598,-67.47228,118.2362
2183584,-1172580,-67.47223,118.2357
2183601,-1172561,-67.47218,118.2351
2183617,-1172543,-67.47213,118.2346
2183634,-1172525,-67.47208,118.234
2183649,-1172507,-67.47202,118.2335
2183666,-1172488,-67.47197,118.2329
2183683,-1172470,-67.47192,118.2324
2183698,-1172452,-67.47187,118.2318
2183715,-1172434,-67.47182,118.2313
2183732,-1172416,-67.47176,118.2307
2183748,-1172397,-67.47171,118.2302
2183764,-1172378,-67.47166,118.2296
2183781,-1172360,-67.47161,118.2291
2183797,-1172342,-67.47156,118.2285
2183814,-1172324,-67.4715,118.228
2183830,-1172305,-67.47146,118.2274
2183847,-1172287,-67.47141,118.2269
2183863,-1172269,-67.47135,118.2263
2183879,-1172250,-67.47131,118.2258
2183895,-1172232,-67.47125,118.2252
2183912,-1172214,-67.4712,118.2247
2183928,-1172196,-67.47115,118.2241
2183945,-1172178,-67.4711,118.2236
2183961,-1172160,-67.47105,118.223
2183978,-1172141,-67.47099,118.2225
2183994,-1172123,-67.47095,118.2219
2184010,-1172104,-67.47089,118.2214
2184026,-1172086,-67.47085,118.2208
2184043,-1172067,-67.47079,118.2203
2184058,-1172049,-67.47074,118.2197
2184075,-1172031,-67.47069,118.2192
2184091,-1172013,-67.47064,118.2186
2184108,-1171994,-67.47059,118.218
2184124,-1171976,-67.47054,118.2175
2184140,-1171957,-67.47049,118.2169
2184157,-1171939,-67.47044,118.2164
2184174,-1171921,-67.47038,118.2158
2184190,-1171903,-67.47034,118.2153
2184206,-1171885,-67.47028,118.2147
2184223,-1171866,-67.47023,118.2142
2184238,-1171847,-67.47018,118.2136
2184255,-1171829,-67.47013,118.2131
2184271,-1171812,-67.47009,118.2125
2184287,-1171792,-67.47003,118.212
2184304,-1171775,-67.46998,118.2114
2184320,-1171756,-67.46993,118.2109
2184336,-1171738,-67.46988,118.2103
2184354,-1171719,-67.46983,118.2098
2184368,-1171701,-67.46978,118.2092
2184385,-1171683,-67.46973,118.2087
2184402,-1171664,-67.46967,118.2081
2184419,-1171646,-67.46962,118.2076
2184435,-1171628,-67.46957,118.207
2184452,-1171609,-67.46952,118.2065
2184468,-1171592,-67.46947,118.2059
2184484,-1171573,-67.46941,118.2054
2184500,-1171555,-67.46937,118.2048
2184517,-1171536,-67.46931,118.2043
2184534,-1171518,-67.46926,118.2037
2184550,-1171500,-67.46921,118.2031
2184566,-1171482,-67.46916,118.2026
2184582,-1171464,-67.46911,118.202
2184600,-1171445,-67.46906,118.2015
2184616,-1171427,-67.469,118.2009
2184632,-1171409,-67.46895,118.2004
2184649,-1171390,-67.46889,118.1998
2184666,-1171372,-67.46884,118.1993
2184682,-1171354,-67.46879,118.1987
2184698,-1171336,-67.46873,118.1982
2184715,-1171318,-67.46868,118.1976
2184732,-1171300,-67.46863,118.1971
2184748,-1171282,-67.46857,118.1965
2184765,-1171263,-67.46852,118.196
2184782,-1171245,-67.46847,118.1954
2184798,-1171227,-67.46841,118.1949
2184815,-1171209,-67.46836,118.1943
2184831,-1171190,-67.46831,118.1938
2184848,-1171172,-67.46825,118.1932
2184864,-1171153,-67.4682,118.1927
2184880,-1171136,-67.46815,118.1921
2184897,-1171117,-67.46809,118.1916
2184914,-1171100,-67.46803,118.191
2184932,-1171081,-67.46798,118.1905
2184948,-1171064,-67.46793,118.1899
2184965,-1171045,-67.46787,118.1894
2184982,-1171026,-67.46782,118.1888
2184999,-1171009,-67.46776,118.1882
2185016,-1170991,-67.4677,118.1877
2185032,-1170973,-67.46765,118.1871
2185048,-1170954,-67.4676,118.1866
2185066,-1170936,-67.46754,118.186
2185082,-1170919,-67.46748,118.1855
2185098,-1170900,-67.46743,118.1849
2185116,-1170882,-67.46738,118.1844
2185132,-1170864,-67.46732,118.1838
2185149,-1170846,-67.46727,118.1833
2185166,-1170828,-67.46721,118.1827
2185183,-1170810,-67.46716,118.1822
2185200,-1170792,-67.4671,118.1816
2185216,-1170773,-67.46704,118.1811
2185233,-1170756,-67.46699,118.1805
2185250,-1170737,-67.46693,118.18
2185267,-1170719,-67.46687,118.1794
2185284,-1170701,-67.46682,118.1789
2185300,-1170684,-67.46677,118.1783
2185317,-1170665,-67.46671,118.1778
2185334,-1170647,-67.46665,118.1772
2185350,-1170629,-67.4666,118.1767
2185368,-1170611,-67.46654,118.1761
2185385,-1170593,-67.46648,118.1756
2185402,-1170575,-67.46642,118.175
2185418,-1170556,-67.46637,118.1745
2185435,-1170538,-67.46632,118.1739
2185453,-1170521,-67.46626,118.1733
2185469,-1170502,-67.4662,118.1728
2185487,-1170485,-67.46614,118.1722
2185503,-1170466,-67.46609,118.1717
2185521,-1170448,-67.46603,118.1711
2185537,-1170430,-67.46597,118.1706
2185554,-1170413,-67.46592,118.17
2185572,-1170394,-67.46586,118.1695
2185588,-1170376,-67.46581,118.1689
2185605,-1170358,-67.46574,118.1684
2185622,-1170340,-67.46569,118.1678
2185639,-1170322,-67.46563,118.1673
2185656,-1170304,-67.46558,118.1667
2185673,-1170286,-67.46552,118.1662
2185689,-1170268,-67.46546,118.1656
2185708,-1170249,-67.4654,118.165
2185724,-1170231,-67.46535,118.1645
2185742,-1170214,-67.46529,118.1639
2185758,-1170195,-67.46523,118.1634
2185775,-1170178,-67.46517,118.1628
2185792,-1170159,-67.46512,118.1623
2185808,-1170141,-67.46507,118.1617
2185826,-1170123,-67.465,118.1612
2185843,-1170104,-67.46495,118.1606
2185860,-1170086,-67.46489,118.1601
2185876,-1170068,-67.46484,118.1595
2185894,-1170050,-67.46478,118.1589
2185910,-1170032,-67.46472,118.1584
2185928,-1170014,-67.46466,118.1578
2185944,-1169996,-67.46461,118.1573
2185961,-1169977,-67.46455,118.1567
